tournament,tier,archive_index,species,form,held_item,move_1,move_2,move_3,move_4,nature,ev_distribution,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,player_ivs,opponent_ivs,ability_rule,gender_rule,friendship,availability,trainer_ids,trainer_id_classes,ability_slots,sex_vector,ev_mask,record_form_no,national_dex
Battle Tree,Trainer IDs 0-49 (19 IV) / Trainer IDs 50-69 (23 IV),49,Rotom,Frost,Damp Rock,Rain Dance,Thunder,Air Slash,Shadow Ball,Sassy,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"19,23 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),Genderless,255,Battle Tree NPC / Battle Agency,"16,19,30,31,32,33,62,68,69",Trainer IDs 0-49 (19 IV); Trainer IDs 50-69 (23 IV),26/26/26,255,0x21,4,479
Battle Tree,Trainer IDs 0-49 (19 IV) / Trainer IDs 50-69 (23 IV),50,Electivire,Default,Bright Powder,Thunder Wave,Focus Punch,Rock Slide,Fire Punch,Naive,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"19,23 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 78/78/72),PID-derived species ratio (sex_vector=63),255,Battle Tree NPC / Battle Agency,"20,24,25,26,53,54,59,68,69",Trainer IDs 0-49 (19 IV); Trainer IDs 50-69 (23 IV),78/78/72,63,0x0a,0,466
Battle Tree,Trainer IDs 0-49 (19 IV) / Trainer IDs 50-69 (23 IV),51,Magmortar,Default,Quick Claw,Will-O-Wisp,Confuse Ray,Thunder Punch,Fire Punch,Lonely,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"19,23 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 49/49/72),PID-derived species ratio (sex_vector=63),255,Battle Tree NPC / Battle Agency,"10,12,20,38,40,63,64,65,68,69",Trainer IDs 0-49 (19 IV); Trainer IDs 50-69 (23 IV),49/49/72,63,0x03,0,467
Battle Tree,Trainer IDs 50-69 (23 IV),52,Barbaracle,Default,Wise Glasses,Ancient Power,Blizzard,Surf,Focus Blast,Modest,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 181/97/124),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"50,51,59,66,67,68,69",Trainer IDs 50-69 (23 IV),181/97/124,127,0x14,0,689
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),53,Hawlucha,Default,Leftovers,Toxic,Bounce,Roost,Protect,Careful,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 7/84/104),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"50,51,62,82,83",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),7/84/104,127,0x24,0,701
Battle Tree,Trainer IDs 50-69 (23 IV),54,Carbink,Default,Smooth Rock,Toxic,Protect,Sandstorm,Power Gem,Bold,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 29/29/5),Genderless,255,Battle Tree NPC / Battle Agency,"56,57,58,65",Trainer IDs 50-69 (23 IV),29/29/5,255,0x24,0,703
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),55,Pyroar,Default,Heat Rock,Sunny Day,Hyper Voice,Fire Blast,Solar Beam,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 79/127/153),PID-derived species ratio (sex_vector=225),255,Battle Tree NPC / Battle Agency,"51,63,64,70,71,73,74,78,81",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),79/127/153,225,0x18,0,668
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),56,Avalugg,Default,Apicot Berry,Rest,Curse,Frost Breath,Skull Bash,Careful,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 20/115/5),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"56,60,61,68,69,73,74",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),20/115/5,127,0x24,0,713
Battle Tree,Trainer IDs 50-69 (23 IV),57,Tyrantrum,Default,Leftovers,Crunch,Charm,Sandstorm,Dragon Claw,Impish,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 173/173/69),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"53,54,57,58,68,69",Trainer IDs 50-69 (23 IV),173/173/69,31,0x24,0,697
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 90-189 (31 IV),58,Aurorus,Default,Leftovers,Ancient Power,Hail,Sandstorm,Freeze-Dry,Calm,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 174/174/117),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"60,61,65,68,69,97,98",Trainer IDs 50-69 (23 IV); Trainer IDs 90-189 (31 IV),174/174/117,31,0x21,0,699
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),59,Talonflame,Default,Heat Rock,Round,Fire Blast,Sunny Day,Solar Beam,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 49/49/177),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"63,64,65,76,77,78,79,80,81",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),49/49/177,127,0x18,0,663
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),60,Sylveon,Default,Ganlon Berry,Baton Pass,Calm Mind,Psych Up,Moonblast,Calm,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 56/56/182),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"52,55,65,72,75,76,77,79,80,187",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),56/56/182,31,0x24,0,700
Battle Tree,Trainer IDs 50-69 (23 IV),61,Chesnaught,Default,Expert Belt,Dragon Claw,Seed Bomb,Earthquake,Brick Break,Adamant,255 Attack / 255 Defense,0,255,255,0,0,0,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 65/65/171),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"50,51,62",Trainer IDs 50-69 (23 IV),65/65/171,31,0x06,0,652
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),62,Delphox,Default,Flame Orb,Role Play,Switcheroo,Mystical Fire,Shadow Ball,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 66/66/170),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"65,68,69,70,71,78,81",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),66/66/170,31,0x18,0,655
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),63,Greninja,Default,Damp Rock,Rain Dance,Surf,Round,Ice Beam,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"23,27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 67/67/168),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"62,66,67,73,74,88,89,100,101",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),67/67/168,31,0x18,0,658
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),64,Gogoat,Default,Occa Berry,Surf,Energy Ball,Rock Slide,Grass Knot,Quiet,255 Attack / 255 Sp. Atk,0,255,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 157/157/179),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"50,51,56,70,71,73,74,82,83",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),157/157/179,127,0x12,0,673
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),65,Noivern,Default,Roseli Berry,Dragon Claw,Wild Charge,X-Scissor,Acrobatics,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 119/151/140),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"50,51,62,70,71",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),119/151/140,127,0x0a,0,715
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 90-189 (31 IV),66,Florges,Default,Kebia Berry,Misty Terrain,Grassy Terrain,Nature Power,Round,Quiet,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),"23,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 166/166/180),Female-only,255,Battle Tree NPC / Battle Agency,"53,54,62,123,127,187",Trainer IDs 50-69 (23 IV); Trainer IDs 90-189 (31 IV),166/166/180,254,0x30,0,671
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),67,Goodra,Default,Lum Berry,Aqua Tail,Body Slam,Earthquake,Outrage,Careful,255 Attack / 255 Sp. Def,0,255,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 157/93/183),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"56,65,68,69,88,89",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),157/93/183,127,0x22,0,706
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),68,Trevenant,Default,Leftovers,Toxic,Ingrain,Protect,Phantom Force,Careful,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 30/119/139),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"53,54,59,70,71,73,74",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),30/119/139,127,0x24,0,709
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),69,Gourgeist,Default,Iron Ball,Trick Room,Gyro Ball,Seed Bomb,Explosion,Impish,170 HP / 170 Defense / 170 Sp. Def,170,0,170,0,0,170,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 53/119/15),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"50,51,56,73,74,76,77,79,80",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),53/119/15,127,0x25,0,711
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),70,Clawitzer,Default,Petaya Berry,Flash Cannon,Scald,Sludge Wave,Round,Modest,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 178/178/178),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"62,68,69,85,86",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),178/178/178,127,0x30,0,693
Battle Tree,Trainer IDs 50-69 (23 IV),71,Beedrill,Default,Occa Berry,Infestation,Protect,Attract,Toxic,Calm,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 68/68/97),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"50,51,56",Trainer IDs 50-69 (23 IV),68/68/97,127,0x21,0,15
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 90-189 (31 IV),72,Aromatisse,Default,Assault Vest,Round,Psychic,Energy Ball,Dazzling Gleam,Calm,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),"23,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 131/131/165),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"50,51,65,187",Trainer IDs 50-69 (23 IV); Trainer IDs 90-189 (31 IV),131/131/165,127,0x30,0,683
Battle Tree,Trainer IDs 50-69 (23 IV),73,Probopass,Default,Chesto Berry,Thunder Wave,Double Team,Rest,Magnet Bomb,Impish,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 5/42/159),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"51,53,57,58,59",Trainer IDs 50-69 (23 IV),5/42/159,127,0x05,0,476
Battle Tree,Trainer IDs 0-49 (19 IV) / Trainer IDs 50-69 (23 IV),74,Lickilicky,Default,Expert Belt,Blizzard,Muddy Water,Fire Blast,Thunder,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"19,23 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 20/12/13),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"17,18,20,27,28,29,50,51,53,54,68,69",Trainer IDs 0-49 (19 IV); Trainer IDs 50-69 (23 IV),20/12/13,127,0x11,0,463
Battle Tree,Trainer IDs 50-69 (23 IV),75,Minior,Meteor,Absorb Bulb,Confuse Ray,Cosmic Power,Ancient Power,Charge Beam,Bold,170 HP / 170 Defense / 170 Sp. Def,170,0,170,0,0,170,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 197/197/197),Genderless,255,Battle Tree NPC / Battle Agency,"56,57,58,65",Trainer IDs 50-69 (23 IV),197/197/197,255,0x25,8,774
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 90-189 (31 IV),76,Oricorio,Pa'u,Charti Berry,Revelation Dance,Teeter Dance,Feather Dance,Acrobatics,Hasty,255 HP / 255 Speed,255,0,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"23,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 216/216/216),PID-derived species ratio (sex_vector=191),255,Battle Tree NPC / Battle Agency,"53,54,65,187",Trainer IDs 50-69 (23 IV); Trainer IDs 90-189 (31 IV),216/216/216,191,0x09,2,741
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),77,Lycanroc,Midnight,Focus Sash,Counter,Reversal,Sucker Punch,Rock Slide,Calm,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 51/72/99),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"57,58,59,70,71,73,74",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),51/72/99,127,0x21,1,745
Battle Tree,Trainer IDs 50-69 (23 IV),78,Comfey,Default,Muscle Band,U-turn,Play Rough,Petal Dance,Acrobatics,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 166/205/30),PID-derived species ratio (sex_vector=191),255,Battle Tree NPC / Battle Agency,"50,51,53,54,65",Trainer IDs 50-69 (23 IV),166/205/30,191,0x0a,0,764
Battle Tree,Trainer IDs 50-69 (23 IV),79,Toxapex,Default,Wacan Berry,Sludge Wave,Surf,Blizzard,Wide Guard,Quiet,170 HP / 170 Sp. Atk / 170 Sp. Def,170,0,0,0,170,170,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 196/7/144),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"65,66,67",Trainer IDs 50-69 (23 IV),196/7/144,127,0x31,0,748
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),80,Golisopod,Default,Sitrus Berry,Swords Dance,Leech Life,Razor Shell,Sucker Punch,Lonely,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 194/194/194),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"62,65,82,83",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),194/194/194,127,0x03,0,768
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),81,Lurantis,Default,Grassium Z,Solar Blade,Ingrain,Synthesis,Giga Drain,Sassy,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 102/102/126),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"53,54,59,70,71,73,74",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),102/102/126,127,0x21,0,754
Battle Tree,Lillie scouted-partner ID 206 (31 IV) / Trainer IDs 50-69 (23 IV),82,Ribombee,Default,Light Clay,Pollen Puff,Reflect,Light Screen,U-turn,Timid,255 HP / 255 Speed,255,0,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"23,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 118/19/175),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"50,51,53,54,206",Lillie scouted-partner ID 206 (31 IV); Trainer IDs 50-69 (23 IV),118/19/175,127,0x09,0,743
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),83,Vikavolt,Default,Magnet,Wild Charge,Bug Bite,Sky Drop,Electroweb,Impish,170 HP / 170 Defense / 170 Sp. Def,170,0,170,0,0,170,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"56,59,65,82,83",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),26/26/26,127,0x25,0,738
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),84,Mudsdale,Default,Rindo Berry,Earthquake,Superpower,Rock Tomb,Roar,Naughty,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 20/192/39),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"57,58,59,82,83",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),20/192/39,127,0x03,0,750
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),85,Decidueye,Default,Sitrus Berry,Curse,Confuse Ray,Roost,Energy Ball,Calm,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 65/65/203),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"53,54,59,73,74,76,77",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),65/65/203,31,0x21,0,724
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),86,Incineroar,Default,Firium Z,Fake Out,Heat Wave,Snarl,Will-O-Wisp,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 66/66/22),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"52,55,65,84,85,86,87",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),66/66/22,31,0x11,0,727
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),87,Primarina,Default,Normalium Z,Hyper Voice,Disarming Voice,Growl,Sing,Mild,170 HP / 170 Defense / 170 Sp. Def,170,0,170,0,0,170,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 67/67/204),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"65,66,67,79,80",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),67/67/204,31,0x25,0,730
Battle Tree,Trainer IDs 50-69 (23 IV),88,Araquanid,Default,Sitrus Berry,Mirror Coat,Leech Life,Blizzard,Scald,Relaxed,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),23 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 199/199/11),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"62,66,67",Trainer IDs 50-69 (23 IV),199/199/11,127,0x05,0,752
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),89,Bewear,Default,Chesto Berry,Bulk Up,Rest,Force Palm,Payback,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 218/103/127),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"53,54,59,82,83,187",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),218/103/127,127,0x21,0,760
Battle Tree,Trainer IDs 50-69 (23 IV) / Trainer IDs 70-89 (27 IV),90,Turtonator,Default,Heat Rock,Shell Trap,Solar Beam,Flamethrower,Sunny Day,Calm,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"23,27 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 75/75/75),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"63,64,65,76,77,78,81,85,86",Trainer IDs 50-69 (23 IV); Trainer IDs 70-89 (27 IV),75/75/75,127,0x21,0,776
